Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|20/01/2025|Vente en l'état futur d'achèvement|350000,00||||B017|LES CONTAMINES|1170|GEX|01|173||AK|211||65|22,70|||||||||1||||||||
|||||||000001|08/01/2025|Vente|355000,00|12|B|RUE|0130|DES HAUTAINS|1630|ST-GENIS-POUILLY|01|354||AX|158||929||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2025|Vente|355000,00|12||RUE|0130|DES HAUTAINS|1630|ST-GENIS-POUILLY|01|354||AX|158||128|107,33|||||||||1|2|Appartement||107|5|||
|||||||000001|08/01/2025|Vente|355000,00|12||RUE|0130|DES HAUTAINS|1630|ST-GENIS-POUILLY|01|354||AX|158||142||||||||||1|3|Dépendance||0|0|||
|||||||000001|15/01/2025|Vente|303246,00|1||IMP|0007|DU BALCON DES MESANGES|1200|LEAZ|01|209||B|348||70||||||||||1|3|Dépendance||0|0|||
|||||||000001|15/01/2025|Vente|303246,00|2||IMP|0007|DU BALCON DES MESANGES|1200|LEAZ|01|209||B|348||10||||||||||1|3|Dépendance||0|0|||
|||||||000001|15/01/2025|Vente|303246,00|2||IMP|0007|DU BALCON DES MESANGES|1200|LEAZ|01|209||B|348||4|79,30|||||||||1|2|Appartement||79|4|||
|||||||000001|16/01/2025|Vente|480000,00||||B033|PREVESSIN|1280|PREVESSIN-MOENS|01|313||AI|434||||||||||||0||||||S||734
|||||||000001|22/01/2025|Vente|440000,00||||B042|LA CITADELLE|1550|COLLONGES|01|109||F|775||||||||||||0||||||S||148
|||||||000001|22/01/2025|Vente|440000,00||||B042|LA CITADELLE|1550|COLLONGES|01|109||F|777||||||||||||0||||||S||70
|||||||000001|22/01/2025|Vente|440000,00|5045||ALL|0051|DU CRET DU MILIEU|1550|COLLONGES|01|109||F|788||||||||||||0|1|Maison||80|4|S||59
|||||||000001|22/01/2025|Vente|440000,00||||B042|LA CITADELLE|1550|COLLONGES|01|109||F|789||||||||||||0||||||S||46
|||||||000001|02/01/2025|Vente|630000,00|52||IMP|0072|DU MONT ROND|1170|CHEVRY|01|103||A|815||||||||||||0|1|Maison||124|5|S||517
|||||||000001|06/01/2025|Vente|170000,00|29||RUE|0175|DE VERSOIX|1210|FERNEY-VOLTAIRE|01|160||AI|74||12||15|37,61|||||||2|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|170000,00|29||RUE|0175|DE VERSOIX|1210|FERNEY-VOLTAIRE|01|160||AI|74||12||15|37,61|||||||2|2|Appartement||39|1|||
|||||||000001|07/01/2025|Vente|378050,00|56||ALL|0343|DU PRE BENOZ|1600|MASSIEUX|01|238||AI|10||||||||||||0|1|Maison||115|5|S||500
