Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|07/01/2025|Vente|378050,00|56||ALL|0343|DU PRE BENOZ|1600|MASSIEUX|01|238||AI|10||||||||||||0|1|Maison||115|5|AG||1065
|||||||000001|27/01/2025|Vente|357760,00|61||RUE|0142|CENTRALE|1200|VALSERHONE|01|33|18|AB|150||||||||||||0|4|Local industriel. commercial ou assimilé||132|0|S||837
|||||||000001|27/01/2025|Vente|357760,00|61||RUE|0142|CENTRALE|1200|VALSERHONE|01|33|18|AB|150||||||||||||0|1|Maison||80|6|S||837
|||||||000001|22/01/2025|Vente|9000,00||||B070|AUX QUILLES|1430|IZENAVE|01|191||C|159||||||||||||0||||||BR||4860
|||||||000001|22/01/2025|Vente|9000,00||||B087|TRES MACHERIEUX|1430|IZENAVE|01|191||C|163||||||||||||0||||||BR||4490
|||||||000001|06/01/2025|Vente|272500,00|378||RTE|0265|DE ST SULPICE|1340|MARSONNAS|01|236||AL|107||||||||||||0|1|Maison||156|5|S||1200
|||||||000001|06/01/2025|Vente|272500,00|378||RTE|0265|DE ST SULPICE|1340|MARSONNAS|01|236||AL|107||||||||||||0|1|Maison||156|5|AG|JARD|2069
|||||||000001|21/01/2025|Vente|69500,00||||B105|QUARTIER MARTINI|1350|CULOZ-BEON|01|138||AK|491||||||||||||0||||||P||486
|||||||000001|21/01/2025|Vente|69500,00||||B105|QUARTIER MARTINI|1350|CULOZ-BEON|01|138||AK|506||||||||||||0||||||J|POTAG|148
|||||||000001|21/01/2025|Vente|69500,00|||RUE|0254|DE LA COMBE|1350|CULOZ-BEON|01|138||AK|509||||||||||||0||||||S||55
|||||||000001|29/01/2025|Vente|215000,00|35||RUE|0644|DE PITEGNY|1170|GEX|01|173||AD|248||171||||||||||1|3|Dépendance||0|0|||
|||||||000001|29/01/2025|Vente|215000,00|35||RUE|0644|DE PITEGNY|1170|GEX|01|173||AD|248||106|42,11|||||||||1|2|Appartement||42|2|||
|||||||000001|20/01/2025|Vente|82000,00|36||RUE|0220|DE CHANVES|1500|AMBERIEU-EN-BUGEY|01|4||BN|191||||||||||||0|1|Maison||70|2|S||65
|||||||000001|29/01/2025|Vente|330000,00||||B036|LE VILLAGE|1600|MISERIEUX|01|250||B|1255||||||||||||0||||||S||835
|||||||000001|29/01/2025|Vente|330000,00|5188|||B036|LE VILLAGE|1600|MISERIEUX|01|250||B|1257||||||||||||0|1|Maison||83|4|S||820
|||||||000002|20/01/2025|Vente|3000,00||||B001|BARBERIES|1570|MANZIAT|01|231||AI|564||||||||||||0||||||S||55
|||||||000001|22/01/2025|Vente|12500,00|844||RUE|0500|SAINT EXUPERY|1480|JASSANS-RIOTTIER|01|194||AO|95||6||||||||||1|3|Dépendance||0|0|||
|||||||000001|27/01/2025|Vente|250000,00|110||RUE|0465|DES MOUETTES|1500|AMBERIEU-EN-BUGEY|01|4||AH|669||||||||||||0|1|Maison||90|5|S||244
|||||||000001|16/01/2025|Vente|25000,00|58||RUE|0120|DE GENEVE|1630|ST-GENIS-POUILLY|01|354||BA|7||81||82||||||||2|4|Local industriel. commercial ou assimilé||69|0|||
|||||||000001|20/01/2025|Vente|273000,00||||B108|LE GRAND PRE|1310|SAINT-MARTIN-LE-CHATEL|01|375||AP|522||||||||||||0||||||AG|JARD|1244
|||||||000001|20/01/2025|Vente|273000,00||||B108|LE GRAND PRE|1310|SAINT-MARTIN-LE-CHATEL|01|375||AP|524||||||||||||0||||||S||16
|||||||000001|20/01/2025|Vente|273000,00|80||ALL|0240|DES PELOSSIERS|1310|SAINT-MARTIN-LE-CHATEL|01|375||AP|597||||||||||||0|1|Maison||120|4|S||746
|||||||000001|20/01/2025|Vente|198000,00|5||RUE|0323|D AUVERGNE|1000|BOURG-EN-BRESSE|01|53||CH|49||202||||||||||1|1|Maison||91|5|||
|||||||000001|13/01/2025|Vente|660200,00|217||RUE|0049|DE FRANCE|1170|CHEVRY|01|103||A|822||||||||||||0|1|Maison||125|4|S||462
|||||||000001|13/01/2025|Vente|390000,00|341||RUE|0562|MARIUS CADOZ|1170|GEX|01|173||AH|142||102||93||||||||2|3|Dépendance||0|0|||
|||||||000001|13/01/2025|Vente|390000,00|341||RUE|0562|MARIUS CADOZ|1170|GEX|01|173||AH|142||102||93||||||||2|2|Appartement||86|4|||
|||||||000001|13/01/2025|Vente|390000,00|341||RUE|0562|MARIUS CADOZ|1170|GEX|01|173||AH|142||309||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2025|Vente|8345,00||||B081|MOUCHILLON|1340|ATTIGNAT|01|24||AE|69||||||||||||0||||||J|FLOR|1669
|||||||000002|20/01/2025|Vente|200,00||||B019|AUX GLANDONS|1480|FRANS|01|166||ZE|75||||||||||||0||||||T||103
|||||||000002|20/01/2025|Vente|200,00||||B019|AUX GLANDONS|1480|FRANS|01|166||ZE|77||||||||||||0||||||T||97
|||||||000001|15/01/2025|Vente|10000,00||||B024|TOUSSIEUX|1600|TOUSSIEUX|01|423||A|352||||||||||||0||||||P||440
|||||||000001|20/01/2025|Vente|370000,00|2||RUE|0365|RECTEUR PERROUD|1150|LAGNIEU|01|202||AC|160||||||||||||0|4|Local industriel. commercial ou assimilé||145|0|S||493
|||||||000001|20/01/2025|Vente|370000,00|2||RUE|0365|RECTEUR PERROUD|1150|LAGNIEU|01|202||AC|160||||||||||||0|3|Dépendance||0|0|S||493
|||||||000001|20/01/2025|Vente|370000,00|2||RUE|0365|RECTEUR PERROUD|1150|LAGNIEU|01|202||AC|160||||||||||||0|3|Dépendance||0|0|S||493
|||||||000001|20/01/2025|Vente|370000,00|2||RUE|0365|RECTEUR PERROUD|1150|LAGNIEU|01|202||AC|160||||||||||||0|2|Appartement||156|7|S||493
|||||||000001|20/01/2025|Vente|370000,00|8||RUE|0365|RECTEUR PERROUD|1150|LAGNIEU|01|202||AC|774||43||||||||||1|3|Dépendance||0|0|||
|||||||000001|14/01/2025|Vente|460000,00||||B072|PLANTIEU|1120|LA BOISSE|01|49||AB|48||||||||||||0||||||J||131
|||||||000001|14/01/2025|Vente|460000,00||||B072|PLANTIEU|1120|LA BOISSE|01|49||AB|49||||||||||||0||||||BS||206
|||||||000001|14/01/2025|Vente|460000,00||||B072|PLANTIEU|1120|LA BOISSE|01|49||AB|51||||||||||||0||||||J||130
|||||||000001|14/01/2025|Vente|460000,00||||B072|PLANTIEU|1120|LA BOISSE|01|49||AB|330||||||||||||0||||||S||107
|||||||000001|14/01/2025|Vente|460000,00|1446||RTE|0396|NATIONALE|1120|LA BOISSE|01|49||AB|619||||||||||||0|1|Maison||180|3|S||1024
|||||||000001|14/01/2025|Vente|460000,00|1446||RTE|0396|NATIONALE|1120|LA BOISSE|01|49||AB|619||||||||||||0|3|Dépendance||0|0|S||1024
|||||||000001|14/01/2025|Vente|460000,00|1446||RTE|0396|NATIONALE|1120|LA BOISSE|01|49||AB|619||||||||||||0|3|Dépendance||0|0|S||1024
|||||||000001|14/01/2025|Vente|460000,00|1446||RTE|0396|NATIONALE|1120|LA BOISSE|01|49||AB|619||||||||||||0|3|Dépendance||0|0|S||1024
|||||||000001|14/01/2025|Vente|460000,00||||B072|PLANTIEU|1120|LA BOISSE|01|49||AB|622||||||||||||0||||||AG||589
|||||||000001|09/01/2025|Vente|125000,00||||B007|AU CAILLETON|1090|LURCY|01|225||A|498||||||||||||0||||||S||212
|||||||000001|09/01/2025|Vente|125000,00||||B007|AU CAILLETON|1090|LURCY|01|225||A|499||||||||||||0||||||S||625
|||||||000001|10/01/2025|Vente|95500,00|190||RTE|0260|DE PRIAY|1240|DOMPIERRE-SUR-VEYLE|01|145||F|790||6|85,25|||||||||1|2|Appartement||86|4|||
|||||||000001|24/01/2025|Vente|17000,00||||B042|CORCELLES|1250|NIVIGNE ET SURAN|01|95||AC|177||||||||||||0||||||P||264
|||||||000001|24/01/2025|Vente|17000,00||||B042|CORCELLES|1250|NIVIGNE ET SURAN|01|95||AC|180||||||||||||0||||||P||149
|||||||000001|24/01/2025|Vente|17000,00||||B042|CORCELLES|1250|NIVIGNE ET SURAN|01|95||AC|182||||||||||||0||||||S||571
|||||||000001|03/01/2025|Vente|400000,00|165||CHE|0220|DE DERONTET|1360|BELIGNEUX|01|32||ZC|293||||||||||||0|4|Local industriel. commercial ou assimilé||569|0|S||1385
|||||||000001|16/01/2025|Vente|936000,00||||B022|LES COMMUNAUX|1600|REYRIEUX|01|322||AC|518||||||||||||0||||||AB||1589
|||||||000001|16/01/2025|Vente|936000,00||||B022|LES COMMUNAUX|1600|REYRIEUX|01|322||AC|519||||||||||||0||||||S||49
|||||||000001|20/01/2025|Vente|800,00||||B009|EN BAS COURTIL|1150|LAGNIEU|01|202||I|943||||||||||||0||||||VI||394
|||||||000001|20/01/2025|Vente|800,00||||B009|EN BAS COURTIL|1150|LAGNIEU|01|202||I|944||||||||||||0||||||L||394
|||||||000001|22/01/2025|Vente|3000,00||||B038|LES ECLUSES|1200|VALSERHONE|01|33||AK|188||||||||||||0||||||P||2770
|||||||000001|22/01/2025|Vente|3000,00||||B038|LES ECLUSES|1200|VALSERHONE|01|33||AK|515||||||||||||0||||||J||456
|||||||000001|20/01/2025|Vente|130000,00|163||PL|0300|DE LA CROIX BLANCHE|1390|SAINT-ANDRE-DE-CORCY|01|333||AN|352||||||||||||0||||||S||62
|||||||000001|20/01/2025|Vente|130000,00|163||PL|0300|DE LA CROIX BLANCHE|1390|SAINT-ANDRE-DE-CORCY|01|333||AN|354||||||||||||0||||||S||64
|||||||000001|20/01/2025|Vente|130000,00|163||PL|0300|DE LA CROIX BLANCHE|1390|SAINT-ANDRE-DE-CORCY|01|333||AN|355||||||||||||0||||||S||103
|||||||000001|23/01/2025|Vente|253000,00|20||CHE|0273|DE LA TEPPE|1160|PONT-D AIN|01|304||AH|495||||||||||||0|1|Maison||105|4|S||157
|||||||000001|23/01/2025|Vente|253000,00||||B063|OUSSIAT|1160|PONT-D AIN|01|304||AH|498||||||||||||0||||||S||202
|||||||000001|23/01/2025|Vente|253000,00||||B063|OUSSIAT|1160|PONT-D AIN|01|304||AH|502||||||||||||0||||||S||150
|||||||000001|23/01/2025|Vente|253000,00||||B063|OUSSIAT|1160|PONT-D AIN|01|304||AH|505||||||||||||0||||||S||58
|||||||000001|24/01/2025|Vente|13000,00||||B012|BOIS DES ARDILIERES|1320|SAINT-NIZIER-LE-DESERT|01|381||C|270||||||||||||0||||||BS||28155
|||||||000001|24/01/2025|Vente|13000,00||||B012|BOIS DES ARDILIERES|1320|SAINT-NIZIER-LE-DESERT|01|381||C|270||||||||||||0||||||BS||28155
|||||||000001|27/01/2025|Vente|95000,00|25||RUE|0800|CHARLES JARRIN|1000|BOURG-EN-BRESSE|01|53||AD|719||3|70,60|||||||||1|2|Appartement||84|3|||
|||||||000001|27/01/2025|Vente|95000,00|25||RUE|0800|CHARLES JARRIN|1000|BOURG-EN-BRESSE|01|53||AD|719||12||||||||||1|3|Dépendance||0|0|||
|||||||000001|27/01/2025|Vente|95000,00|25||RUE|0800|CHARLES JARRIN|1000|BOURG-EN-BRESSE|01|53||AD|719||11||||||||||1|3|Dépendance||0|0|||
|||||||000001|20/01/2025|Vente|240000,00|58||IMP|0022|DE L'AUBERGE|1140|ILLIAT|01|188||D|803||||||||||||0|1|Maison||97|4|S||318
|||||||000001|20/01/2025|Vente|240000,00|58||IMP|0022|DE L'AUBERGE|1140|ILLIAT|01|188||D|803||||||||||||0|3|Dépendance||0|0|S||318
|||||||000001|20/01/2025|Vente|240000,00||||B124|LES ROLLETS|1140|ILLIAT|01|188||D|805||||||||||||0||||||S||46
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||86||||||||||1||||||||
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||30||||||||||1||||||||
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||107||||||||||1||||||||
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||109||||||||||1||||||||
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||145||||||||||1||||||||
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||148||||||||||1||||||||
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||153||||||||||1||||||||
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||154||||||||||1||||||||
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||164||||||||||1||||||||
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||165||||||||||1||||||||
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||199||||||||||1||||||||
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||214||||||||||1||||||||
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||215||||||||||1||||||||
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||220||||||||||1||||||||
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||221||||||||||1||||||||
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||226||||||||||1||||||||
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||231||||||||||1||||||||
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||236||||||||||1||||||||
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||54||||||||||1||||||||
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||62||||||||||1||||||||
|||||||000001|23/01/2025|Vente en l'état futur d'achèvement|2263620,20|||||||TREVOUX|01|427||AH|685||10||||||||||1||||||||
|||||||000001|16/01/2025|Vente|1500,00||||B013|AU CHANEL|1430|CONDAMINE-LA-DOYE|01|112||A|488||||||||||||0||||||BR||1200
|||||||000001|16/01/2025|Vente|1500,00||||B033|AUX LAYES|1430|CONDAMINE-LA-DOYE|01|112||A|621||||||||||||0||||||BR||1960
|||||||000001|24/01/2025|Vente|60000,00|52||RUE|0247|MONTFERME|1230|SAINT-RAMBERT-EN-BUGEY|01|384||AB|130||||||||||||0|1|Maison||80|3|S||115
|||||||000001|27/01/2025|Vente|341700,00|10||IMP|0044|DES BRUYERES|1240|SAINT-PAUL-DE-VARAX|01|383||AH|65||||||||||||0|1|Maison||100|5|S||760
|||||||000001|13/01/2025|Vente|165000,00|2||RUE|0039|DES ECOLES|1470|BRIORD|01|64||E|1778||||||||||||0|3|Dépendance||0|0|S||789
|||||||000001|13/01/2025|Vente|165000,00|2||RUE|0039|DES ECOLES|1470|BRIORD|01|64||E|1778||||||||||||0|1|Maison||80|3|S||789
|||||||000001|13/01/2025|Vente|165000,00|2||RUE|0039|DES ECOLES|1470|BRIORD|01|64||E|1778||||||||||||0|3|Dépendance||0|0|S||789
|||||||000001|13/01/2025|Vente|165000,00||||B052|GRANDES TERRES|1470|BRIORD|01|64||E|1780||||||||||||0||||||T||471
|||||||000001|13/01/2025|Vente|165000,00||||B052|GRANDES TERRES|1470|BRIORD|01|64||E|1782||||||||||||0||||||J||485
|||||||000001|17/01/2025|Vente|27600,00|729||RUE|0099|PRINCIPALE VAUX FEVROUX|1150|VAUX-EN-BUGEY|01|431||AC|117||||||||||||0|1|Maison||53|3|S||76
|||||||000001|17/01/2025|Vente|27600,00|729||RUE|0099|PRINCIPALE VAUX FEVROUX|1150|VAUX-EN-BUGEY|01|431||AC|117||||||||||||0|3|Dépendance||0|0|S||76
|||||||000001|17/01/2025|Vente|27600,00|5474||RUE|0099|PRINCIPALE VAUX FEVROUX|1150|VAUX-EN-BUGEY|01|431||AC|121||||||||||||0|3|Dépendance||0|0|S||37
|||||||000001|17/01/2025|Vente|27600,00||||B044|SUR MATARET|1150|VAUX-EN-BUGEY|01|431||B|645||||||||||||0||||||BS||1601
|||||||000001|17/01/2025|Vente|27600,00||||B057|LES PALES|1150|VAUX-EN-BUGEY|01|431||C|225||||||||||||0||||||BT||239
|||||||000001|17/01/2025|Vente|27600,00||||B057|LES PALES|1150|VAUX-EN-BUGEY|01|431||C|226||||||||||||0||||||BT||298
|||||||000001|17/01/2025|Vente|27600,00||||B057|LES PALES|1150|VAUX-EN-BUGEY|01|431||C|319||||||||||||0||||||BT||349
|||||||000001|17/01/2025|Vente|27600,00||||B057|LES PALES|1150|VAUX-EN-BUGEY|01|431||C|320||||||||||||0||||||BT||357
|||||||000001|17/01/2025|Vente|27600,00||||B057|LES PALES|1150|VAUX-EN-BUGEY|01|431||C|448||||||||||||0||||||BT||146
|||||||000001|17/01/2025|Vente|27600,00||||B057|LES PALES|1150|VAUX-EN-BUGEY|01|431||C|521||||||||||||0||||||BT||962
|||||||000001|17/01/2025|Vente|27600,00||||B060|PIERRE VAUDRINE|1150|VAUX-EN-BUGEY|01|431||C|642||||||||||||0||||||BT||281
|||||||000001|17/01/2025|Vente|27600,00||||B067|REBUISSON|1150|VAUX-EN-BUGEY|01|431||C|894||||||||||||0||||||BT||171
|||||||000001|08/01/2025|Vente|350000,00||||B026|LES BROSSES|1320|CHALAMONT|01|74||B|453||||||||||||0||||||T||730
