Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|14/03/2025|Vente|18000,00|428||RUE|0042|DE L ECLAIREUR DE NICE|2510|ETREUX|02|298||AD|305||||||||||||0|4|Local industriel. commercial ou assimilé||70|0|S||130
|||||||000001|05/03/2025|Vente|68000,00|6||AV|0420|DE NICE|4400|BARCELONNETTE|04|19||AD|502||14|44,54|||||||||1|2|Appartement||44|2|||
|||||||000001|10/03/2025|Vente|178000,00|77||RTE|1118|DE NICE|4000|DIGNE-LES-BAINS|04|70||AP|475||||||||||||0|1|Maison||63|3|S||739
|||||||000001|03/01/2025|Vente|305000,00|19||RUE|5570|DE ROQUEBILLIERE|6300|NICE|06|88||IR|513||79|71,89|||||||||1|2|Appartement||73|3|||
|||||||000001|03/01/2025|Vente|305000,00|21||RUE|5570|DE ROQUEBILLIERE|6300|NICE|06|88||IR|513||372||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2025|Vente|305000,00|19||RUE|5570|DE ROQUEBILLIERE|6300|NICE|06|88||IR|513||79|71,89|||||||||1|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|22000,00|60||AV|4056|DE LA MARNE|6100|NICE|06|88||HI|59||98||||||||||1|3|Dépendance||0|0|||
|||||||000001|02/01/2025|Vente|398550,00|16||RUE|4200|MEYERBEER|6000|NICE|06|88||KV|195||10||||||||||1|2|Appartement||63|3|||
|||||||000001|07/01/2025|Vente|29000,00|48||AV|3217|HENRI MATISSE|6200|NICE|06|88||OC|183||24||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2025|Vente|67000,00|5||VC|5643|SABATIER|6000|NICE|06|88||MA|317||10|14,12|||||||||1|2|Appartement||14|1|||
|||||||000001|03/01/2025|Vente|67000,00|5||VC|5643|SABATIER|6000|NICE|06|88||MA|317||5||||||||||1|3|Dépendance||0|0|||
|||||||000001|02/01/2025|Vente|365000,00|26||AV|2465|DE FLIREY|6000|NICE|06|88||HC|259||121||||||||||1|3|Dépendance||0|0|||
|||||||000001|02/01/2025|Vente|365000,00|26||AV|2465|DE FLIREY|6000|NICE|06|88||HC|259||46|81,55|||||||||1|3|Dépendance||0|0|||
|||||||000001|02/01/2025|Vente|365000,00|26||AV|2465|DE FLIREY|6000|NICE|06|88||HC|259||46|81,55|||||||||1|2|Appartement||80|3|||
|||||||000001|02/01/2025|Vente|365000,00|26||AV|2465|DE FLIREY|6000|NICE|06|88||HC|259||146||||||||||1|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|400000,00|51||AV|4776|DU PARC MOSCA|6000|NICE|06|88||ML|375||||||||||||0|3|Dépendance||0|0|S||21
|||||||000001|06/01/2025|Vente|400000,00|48||AV|4776|DU PARC MOSCA|6000|NICE|06|88||MN|4||||||||||||0|1|Maison||96|4|S||292
|||||||000001|03/01/2025|Vente|223000,00|6||IMP|2719|DE LA GAIETE|6200|NICE|06|88||OL|19||44||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2025|Vente|223000,00|6||IMP|2719|DE LA GAIETE|6200|NICE|06|88||OL|19||96|50,07|||||||||1|2|Appartement||50|2|||
|||||||000001|06/01/2025|Vente|231600,00|19||AV|3350|JEAN BARES|6100|NICE|06|88||ED|285||111|57,65|3||||||||2|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|231600,00|19||AV|3350|JEAN BARES|6100|NICE|06|88||ED|285||111|57,65|3||||||||2|2|Appartement||59|2|||
|||||||000001|09/01/2025|Vente|140000,00|51||AV|5380|DU RAY|6100|NICE|06|88||ED|1||744|52,51|768||||||||2|4|Local industriel. commercial ou assimilé||65|0|||
|||||||000001|06/01/2025|Vente|230000,00|2||AV|0290|D ANVERS|6000|NICE|06|88||LE|52||22||37|29,80|||||||2|2|Appartement||33|1|||
|||||||000001|06/01/2025|Vente|230000,00|2||AV|0290|D ANVERS|6000|NICE|06|88||LE|52||22||37|29,80|||||||2|3|Dépendance||0|0|||
|||||||000001|02/01/2025|Vente en l'état futur d'achèvement|229000,00|4||AV|5420|RENE BOYLESVE|6100|NICE|06|88||EB|94||3||||||||||1||||||||
|||||||000001|09/01/2025|Vente|70000,00|7||RUE|3472|JOSEPH GAZAN|6000|NICE|06|88||HD|228||1106||3103||||||||2|2|Appartement||28|1|||
|||||||000001|06/01/2025|Vente|790000,00|34||AV|6513|VAL MARIE|6200|NICE|06|88||NH|57||||||||||||0|3|Dépendance||0|0|S||568
|||||||000001|06/01/2025|Vente|790000,00|34||AV|6513|VAL MARIE|6200|NICE|06|88||NH|57||||||||||||0|1|Maison||98|4|S||568
|||||||000001|06/01/2025|Vente|30000,00|99||BD|2755|GAMBETTA|6000|NICE|06|88||MH|213||15||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2025|Vente|239000,00|46|B|BD|6285|STALINGRAD|6300|NICE|06|88||KM|20||26|42,31|||||||||1|2|Appartement||32|1|||
|||||||000001|13/01/2025|Vente|287670,00|3||IMP|5845|SAINT LAURENT|6000|NICE|06|88||MO|492||2||8|60,19|||||||2|2|Appartement||60|3|||
|||||||000001|13/01/2025|Vente|287670,00|3||IMP|5845|SAINT LAURENT|6000|NICE|06|88||MO|492||2||8|60,19|||||||2|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente en l'état futur d'achèvement|34000,00|||||||NICE|06|88||OH|86||10||||||||||1||||||||
|||||||000001|06/01/2025|Vente|130000,00|11||AV|3734|LOUIS CAPPATTI|6200|NICE|06|88||OI|249||59||||||||||1|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|130000,00|11||AV|3734|LOUIS CAPPATTI|6200|NICE|06|88||OI|249||97||||||||||1|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|130000,00|11||AV|3734|LOUIS CAPPATTI|6200|NICE|06|88||OI|249||155|20,65|||||||||1|2|Appartement||21|1|||
|||||||000001|10/01/2025|Vente|100000,00|12||RUE|5415|REINE JEANNE|6000|NICE|06|88||KZ|18||19|50,00|||||||||1|2|Appartement||50|2|||
|||||||000001|07/01/2025|Vente|437940,00|6||RUE|0405|ASSALIT|6000|NICE|06|88||LB|31||5|94,23|||||||||1|2|Appartement||80|5|||
|||||||000001|07/01/2025|Vente|68000,00|135||AV|5830|SAINT LAMBERT|6100|NICE|06|88||LN|216||7||||||||||1|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente|68000,00|135||AV|5830|SAINT LAMBERT|6100|NICE|06|88||LN|216||6||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2025|Vente|75000,00|19||AV|2230|EMILE RIPERT|6300|NICE|06|88||HW|341||232||280||||||||2|2|Appartement||31|1|||
|||||||000001|09/01/2025|Vente|120000,00|146||BD|3820|DE LA MADELEINE|6000|NICE|06|88||ML|86||||||||||||0|1|Maison||57|3|S||29
|||||||000001|09/01/2025|Vente|120000,00|146||BD|3820|DE LA MADELEINE|6000|NICE|06|88||ML|96||||||||||||0||||||J|POTAG|155
|||||||000001|10/01/2025|Vente|282500,00|2||RUE|0655|BATTISTI|6300|NICE|06|88||IW|209||87||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2025|Vente|860000,00|25||RUE|5600|ROSSINI|6000|NICE|06|88||LA|401||433||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2025|Vente|860000,00|27||RUE|5600|ROSSINI|6000|NICE|06|88||LA|401||722||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2025|Vente|860000,00|27||RUE|5600|ROSSINI|6000|NICE|06|88||LA|401||722||||||||||1|2|Appartement||87|4|||
|||||||000001|06/01/2025|Vente|237000,00|99||CHE|1725|DE LA COSTIERE|6000|NICE|06|88||LZ|31||579||590||||||||2|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|237000,00|99||CHE|1725|DE LA COSTIERE|6000|NICE|06|88||LZ|31||579||590||||||||2|2|Appartement||60|3|||
|||||||000001|06/01/2025|Vente|237000,00|127||CHE|1725|DE LA COSTIERE|6000|NICE|06|88||LZ|31||844||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2025|Vente|18000,00|2||AV|4525|NOTRE DAME|6000|NICE|06|88||LB|80||221||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2025|Vente|290000,00|181||PROM|0240|DES ANGLAIS|6200|NICE|06|88||NE|153||64||||||||||1|2|Appartement||41|1|||
|||||||000001|08/01/2025|Vente|302900,00|20||RUE|0065|ALBERTI|6000|NICE|06|88||LC|87||5||||||||||1|2|Appartement||48|2|||
|||||||000001|08/01/2025|Vente|164500,00|10||RUE|4143|MAURICE MIGNON|6200|NICE|06|88||NX|22||575||698||||||||2|3|Dépendance||0|0|||
|||||||000001|08/01/2025|Vente|164500,00|10||RUE|4143|MAURICE MIGNON|6200|NICE|06|88||NX|22||575||698||||||||2|2|Appartement||44|2|||
|||||||000001|08/01/2025|Vente|164500,00|44|B|RUE|0458|AUGUSTE PEGURIER|6200|NICE|06|88||NX|22||340||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2025|Vente|180000,00|21||RUE|1005|CAFFARELLI|6000|NICE|06|88||KX|155||67|28,21|||||||||1|2|Appartement||30|1|||
|||||||000001|03/01/2025|Vente|180000,00|21||RUE|1005|CAFFARELLI|6000|NICE|06|88||KX|155||67|28,21|||||||||1|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente|112000,00|57||RUE|0555|BARBERIS|6300|NICE|06|88||IY|54||61||||||||||1|2|Appartement||18|1|||
|||||||000001|06/01/2025|Vente|130000,00|25||AV|3478|JOSEPH GIORDAN|6200|NICE|06|88||NT|223||1429||1436|23,04|||||||2|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|130000,00|25||AV|3478|JOSEPH GIORDAN|6200|NICE|06|88||NT|223||1429||1436|23,04|||||||2|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|130000,00|25||AV|3478|JOSEPH GIORDAN|6200|NICE|06|88||NT|223||1429||1436|23,04|||||||2|2|Appartement||23|1|||
|||||||000001|03/01/2025|Vente|150000,00|2||RUE|3518|JUSTIN MONTOLIVO|6000|NICE|06|88||LI|307||23||267||||||||2|3|Dépendance||0|0|||
|||||||000001|03/01/2025|Vente|150000,00|2||RUE|3518|JUSTIN MONTOLIVO|6000|NICE|06|88||LI|307||23||267||||||||2|2|Appartement||66|3|||
|||||||000001|10/01/2025|Vente|406000,00|24||AV|6140|SCUDERI|6100|NICE|06|88||HK|102||10||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2025|Vente|406000,00|24||AV|6140|SCUDERI|6100|NICE|06|88||HK|102||189||61||||||||2|3|Dépendance||0|0|||
|||||||000001|10/01/2025|Vente|406000,00|24||AV|6140|SCUDERI|6100|NICE|06|88||HK|102||189||61||||||||2|2|Appartement||74|3|||
|||||||000001|06/01/2025|Vente|260000,00|1||RUE|3358|JEAN CANAVESE|6100|NICE|06|88||EA|237||11||126|63,36|||||||2|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|260000,00|1||RUE|3358|JEAN CANAVESE|6100|NICE|06|88||EA|237||11||126|63,36|||||||2|2|Appartement||45|2|||
|||||||000001|13/01/2025|Vente||||RTE|6480|DE TURIN|6300|NICE|06|88||HM|78||||||||||||0||||||S||124
|||||||000001|06/01/2025|Vente|154000,00|76||AV|0664|BAUMETTES MIRAMAR|6000|NICE|06|88||KW|5||129||202||||||||2|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|154000,00|76||AV|0664|BAUMETTES MIRAMAR|6000|NICE|06|88||KW|5||129||202||||||||2|2|Appartement||26|1|||
|||||||000001|07/01/2025|Vente|180000,00|31||RUE|2510|FONTAINE DE LA VILLE|6300|NICE|06|88||IY|274||229||||||||||1|2|Appartement||27|1|||
|||||||000001|07/01/2025|Vente|180000,00|31||RUE|2510|FONTAINE DE LA VILLE|6300|NICE|06|88||IY|274||26||||||||||1|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente en l'état futur d'achèvement|280000,00|||RUE|2830|GENERAL TORDO|6000|NICE|06|88||HD|92||42||||||||||1||||||||
|||||||000001|07/01/2025|Vente en l'état futur d'achèvement|280000,00|||RUE|2830|GENERAL TORDO|6000|NICE|06|88||HD|92||15||||||||||1||||||||
|||||||000001|07/01/2025|Vente|515000,00|96||AV|1715|CORNICHE FLEURIE|6200|NICE|06|88||NM|218||1026|88,69|||||||||1|2|Appartement||88|4|||
|||||||000001|07/01/2025|Vente|515000,00|96||AV|1715|CORNICHE FLEURIE|6200|NICE|06|88||NM|218||1018||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2025|Vente|1112900,00|111||COR|0214|ANDRE DE JOLY|6300|NICE|06|88||IV|156||25||27||69|144,10|||||3|2|Appartement||125|4|||
|||||||000001|10/01/2025|Vente|1112900,00|111||COR|0214|ANDRE DE JOLY|6300|NICE|06|88||IV|156||25||27||69|144,10|||||3|3|Dépendance||0|0|||
|||||||000001|03/01/2025|Vente|430000,00|115||RTE|5910|ST PIERRE FERIC|6000|NICE|06|88||MD|64||25||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2025|Vente|430000,00|113||RTE|5910|ST PIERRE FERIC|6000|NICE|06|88||MD|64||46|80,13|6||||||||2|3|Dépendance||0|0|||
|||||||000001|03/01/2025|Vente|430000,00|113||RTE|5910|ST PIERRE FERIC|6000|NICE|06|88||MD|64||46|80,13|6||||||||2|3|Dépendance||0|0|||
|||||||000001|03/01/2025|Vente|430000,00|113||RTE|5910|ST PIERRE FERIC|6000|NICE|06|88||MD|64||46|80,13|6||||||||2|2|Appartement||72|3|||
|||||||000001|03/01/2025|Vente|156000,00|18||IMP|3699|DES LISERONS|6300|NICE|06|88||HY|129||136||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2025|Vente|156000,00|18||IMP|3699|DES LISERONS|6300|NICE|06|88||HY|129||162|78,02|||||||||1|2|Appartement||80|4|||
|||||||000001|02/01/2025|Vente|120200,00|10||AV|2285|EMMANUEL BRIDAULT|6000|NICE|06|88||LS|181||28|23,11|||||||||1|2|Appartement||17|1|||
|||||||000001|03/01/2025|Vente|145000,00|52||RUE|0885|BONAPARTE|6300|NICE|06|88||KO|114||25|25,49|||||||||1|2|Appartement||24|1|||
|||||||000001|16/01/2025|Vente|140700,00|2||RUE|2907|GERMAINE IMBERT|6000|NICE|06|88||MN|177||192|22,65|||||||||1|3|Dépendance||0|0|||
|||||||000001|16/01/2025|Vente|140700,00|2||RUE|2907|GERMAINE IMBERT|6000|NICE|06|88||MN|177||230||||||||||1|3|Dépendance||0|0|||
|||||||000001|16/01/2025|Vente|140700,00|2||RUE|2907|GERMAINE IMBERT|6000|NICE|06|88||MN|177||192|22,65|||||||||1|2|Appartement||22|1|||
|||||||000001|07/01/2025|Vente|64420,00|16||AV|5180|DES POILUS|6100|NICE|06|88||HA|155||2||||||||||1|2|Appartement||40|2|||
|||||||000001|03/01/2025|Vente|22000,00|15||RUE|0035|ACCHIARDI ST LEGER|6300|NICE|06|88||IR|180||46||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2025|Vente|34000,00|21||IMP|2719|DE LA GAIETE|6200|NICE|06|88||OL|226||95||||||||||1|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente|740000,00|29||BD|3475|JOSEPH GARNIER|6000|NICE|06|88||LT|42||25||7||||||||2|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente|740000,00|29||BD|3475|JOSEPH GARNIER|6000|NICE|06|88||LT|42||26||||||||||1|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente|740000,00|29||BD|3475|JOSEPH GARNIER|6000|NICE|06|88||LT|42||25||7||||||||2|2|Appartement||130|5|||
|||||||000001|15/01/2025|Vente|590000,00|169||PROM|0240|DES ANGLAIS|6200|NICE|06|88||NE|148||24|80,54|||||||||1|2|Appartement||86|2|||
|||||||000001|15/01/2025|Vente|590000,00|169||PROM|0240|DES ANGLAIS|6200|NICE|06|88||NE|148||24|80,54|||||||||1|3|Dépendance||0|0|||
|||||||000001|14/01/2025|Vente|395000,00|209||AV|2370|DE FABRON|6200|NICE|06|88||NK|63||113||118|75,05|||||||2|3|Dépendance||0|0|||
|||||||000001|14/01/2025|Vente|395000,00|209||AV|2370|DE FABRON|6200|NICE|06|88||NK|63||113||118|75,05|||||||2|2|Appartement||75|3|||
|||||||000001|14/01/2025|Vente|395000,00|209||AV|2370|DE FABRON|6200|NICE|06|88||NK|63||113||118|75,05|||||||2|3|Dépendance||0|0|||
|||||||000001|14/01/2025|Vente|395000,00|223||AV|2370|DE FABRON|6200|NICE|06|88||NK|63||1237||||||||||1|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|261905,00|146||AV|6035|SAINTE MARGUERITE|6200|NICE|06|88||NP|82||32|70,71|49||||||||2|2|Appartement||66|4|||
|||||||000001|06/01/2025|Vente|261905,00|146||AV|6035|SAINTE MARGUERITE|6200|NICE|06|88||NP|82||32|70,71|49||||||||2|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente|295000,00|40||BD|4483|NAPOLEON III|6200|NICE|06|88||ND|98||110||163|54,78|||||||2|2|Appartement||74|2|||
|||||||000001|07/01/2025|Vente|295000,00|40||BD|4483|NAPOLEON III|6200|NICE|06|88||ND|98||128||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2025|Vente|310000,00|33|B|AV|0325|DES ARENES DE CIMIEZ|6000|NICE|06|88||LH|49||||||||||||0|1|Maison||73|4|S||96
|||||||000001|13/01/2025|Vente|85500,00|204||BD|3820|DE LA MADELEINE|6000|NICE|06|88||ML|16||7||||||||||1|2|Appartement||26|2|||
|||||||000001|08/01/2025|Vente|242000,00|10||AV|0350|ARISTIDE BRIAND|6100|NICE|06|88||EC|240||10||||||||||1|2|Appartement||50|2|||
|||||||000001|06/01/2025|Vente|719500,00|39||AV|4340|DU MONT ALBAN|6300|NICE|06|88||IV|165||99|84,64|||||||||1|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|719500,00|39||AV|4340|DU MONT ALBAN|6300|NICE|06|88||IV|165||99|84,64|||||||||1|2|Appartement||83|3|||
|||||||000001|06/01/2025|Vente|719500,00|39||AV|4340|DU MONT ALBAN|6300|NICE|06|88||IV|165||160||||||||||1|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|719500,00|39||AV|4340|DU MONT ALBAN|6300|NICE|06|88||IV|165||161||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2025|Vente|136180,00|230||AV|1045|DE LA CALIFORNIE|6200|NICE|06|88||NW|417||7|22,01|||||||||1|2|Appartement||22|1|||
|||||||000001|03/01/2025|Vente|1269900,00|44||BD|6655|VICTOR HUGO|6000|NICE|06|88||KY|263||16||36||||||||2|2|Appartement||153|4|||
|||||||000001|03/01/2025|Vente|1269900,00|44||BD|6655|VICTOR HUGO|6000|NICE|06|88||KY|263||58||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2025|Vente|1269900,00|44||BD|6655|VICTOR HUGO|6000|NICE|06|88||KY|263||16||36||||||||2|3|Dépendance||0|0|||
|||||||000001|08/01/2025|Vente|117000,00|14||BD|3220|HENRI SAPPIA|6100|NICE|06|88||EK|74||2854||2889||||||||2|2|Appartement||74|4|||
|||||||000001|08/01/2025|Vente|117000,00|14||BD|3220|HENRI SAPPIA|6100|NICE|06|88||EK|74||2854||2889||||||||2|3|Dépendance||0|0|||
|||||||000001|09/01/2025|Vente|293000,00|2||RUE|3764|LOUIS ROUBAUDI|6100|NICE|06|88||DZ|53||151|70,28|92||||||||2|2|Appartement||80|3|||
|||||||000001|09/01/2025|Vente|293000,00|2||RUE|3764|LOUIS ROUBAUDI|6100|NICE|06|88||DZ|53||151|70,28|92||||||||2|3|Dépendance||0|0|||
|||||||000001|09/01/2025|Vente|293000,00|4||RUE|3764|LOUIS ROUBAUDI|6100|NICE|06|88||DZ|53||11||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2025|Vente|25000,00|189||BD|3820|DE LA MADELEINE|6000|NICE|06|88||CR|77||2011||||||||||1|3|Dépendance||0|0|||
|||||||000001|14/01/2025|Vente|188000,00|17||RUE|3750|LOUIS GARNERAY|6300|NICE|06|88||IV|315||46||87|45,13|||||||2|2|Appartement||47|2|||
|||||||000001|07/01/2025|Vente|125000,00|44|B|AV|5690|SAINT AUGUSTIN|6200|NICE|06|88||NX|37||130||20|54,05|||||||2|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente|125000,00|44|B|AV|5690|SAINT AUGUSTIN|6200|NICE|06|88||NX|37||130||20|54,05|||||||2|2|Appartement||55|3|||
|||||||000001|14/01/2025|Vente|933000,00|12||AV|0140|D ALSACE|6000|NICE|06|88||LE|77||34||||||||||1|3|Dépendance||0|0|||
|||||||000001|14/01/2025|Vente|933000,00|12||AV|0140|D ALSACE|6000|NICE|06|88||LE|77||23|165,91|32||||||||2|2|Appartement||160|5|||
|||||||000001|14/01/2025|Vente|933000,00|12||AV|0140|D ALSACE|6000|NICE|06|88||LE|77||23|165,91|32||||||||2|3|Dépendance||0|0|||
|||||||000001|03/01/2025|Vente|97330,00|18||AV|5420|RENE BOYLESVE|6100|NICE|06|88||EB|106||1|16,79|||||||||1|2|Appartement||15|1|||
|||||||000001|03/01/2025|Vente|231000,00|112||AV|6035|SAINTE MARGUERITE|6200|NICE|06|88||NP|186||522||597|53,20|||||||2|3|Dépendance||0|0|||
|||||||000001|03/01/2025|Vente|231000,00|112||AV|6035|SAINTE MARGUERITE|6200|NICE|06|88||NP|186||522||597|53,20|||||||2|3|Dépendance||0|0|||
|||||||000001|03/01/2025|Vente|231000,00|112||AV|6035|SAINTE MARGUERITE|6200|NICE|06|88||NP|186||68||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/01/2025|Vente|231000,00|112||AV|6035|SAINTE MARGUERITE|6200|NICE|06|88||NP|186||522||597|53,20|||||||2|2|Appartement||54|2|||
|||||||000001|16/01/2025|Vente|35000,00|54||AV|1045|DE LA CALIFORNIE|6200|NICE|06|88||MP|244||9||||||||||1|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente|645000,00|2|B|BD|4425|DE MONTREAL|6200|NICE|06|88||NK|296||48||||||||||1|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente|645000,00|2|B|BD|4425|DE MONTREAL|6200|NICE|06|88||NK|296||60|104,11|||||||||1|2|Appartement||104|4|||
|||||||000001|09/01/2025|Vente|44000,00|40||BD|2755|GAMBETTA|6000|NICE|06|88||KY|193||143||||||||||1|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente|200000,00|133||AV|6035|SAINTE MARGUERITE|6200|NICE|06|88||OE|49||114||142|59,25|||||||2|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente|200000,00|133||AV|6035|SAINTE MARGUERITE|6200|NICE|06|88||OE|49||114||142|59,25|||||||2|2|Appartement||58|3|||
|||||||000001|10/01/2025|Vente|187000,00|3||AV|6095|SANTA FIOR|6100|NICE|06|88||LN|147||1||47|63,65|||||||2|2|Appartement||64|3|||
|||||||000001|10/01/2025|Vente|187000,00|3||AV|6095|SANTA FIOR|6100|NICE|06|88||LN|147||1||47|63,65|||||||2|3|Dépendance||0|0|||
|||||||000001|15/01/2025|Vente|358000,00|146||BD|4483|NAPOLEON III|6200|NICE|06|88||NS|11||841||885||||||||2|3|Dépendance||0|0|||
|||||||000001|15/01/2025|Vente|358000,00|121||BD|4483|NAPOLEON III|6200|NICE|06|88||NS|11||2211||||||||||1|3|Dépendance||0|0|||
|||||||000001|15/01/2025|Vente|358000,00|146||BD|4483|NAPOLEON III|6200|NICE|06|88||NS|11||841||885||||||||2|2|Appartement||59|2|||
|||||||000001|15/01/2025|Vente|358000,00|146||BD|4483|NAPOLEON III|6200|NICE|06|88||NS|11||841||885||||||||2|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|195000,00|99||BD|2755|GAMBETTA|6000|NICE|06|88||MH|213||38||92|59,42|||||||2|2|Appartement||60|3|||
|||||||000001|06/01/2025|Vente|195000,00|99||BD|2755|GAMBETTA|6000|NICE|06|88||MH|213||38||92|59,42|||||||2|3|Dépendance||0|0|||
|||||||000001|13/01/2025|Vente|330000,00|234||RTE|5685|DE SAINT ANTOINE|6200|NICE|06|88||CP|38||||||||||||0|1|Maison||174|9|S||645
|||||||000001|13/01/2025|Vente|330000,00|234||RTE|5685|DE SAINT ANTOINE|6200|NICE|06|88||CP|38||||||||||||0|1|Maison||174|9|J|POTAG|1160
|||||||000001|08/01/2025|Vente|254926,00|73||AV|1805|CYRILLE BESSET|6100|NICE|06|88||EB|138||67|64,44|||||||||1|2|Appartement||64|3|||
|||||||000001|15/01/2025|Vente|174515,00|14||AV|0950|DE BRANCOLAR|6100|NICE|06|88||LN|411||5|36,16|7||||||||2|2|Appartement||38|2|||
|||||||000001|09/01/2025|Vente|62000,00|16||RUE|4310|MIRON|6000|NICE|06|88||LB|20||36|17,45|||||||||1|2|Appartement||20|1|||
|||||||000001|10/01/2025|Vente|202000,00|2||PL|5918|SAINT ROCH|6300|NICE|06|88||IR|164||32||47|51,09|||||||2|2|Appartement||58|3|||
|||||||000001|10/01/2025|Vente|202000,00|2||PL|5918|SAINT ROCH|6300|NICE|06|88||IR|164||32||47|51,09|||||||2|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente|130573,00|30||AV|0425|AUBER|6000|NICE|06|88||LA|51||1||56||||||||2|2|Appartement||55|3|||
|||||||000002|10/01/2025|Vente|1500,00|156||CHE|6104|DE SAQUIER|6200|NICE|06|88||BK|191||||||||||||0||||||T||250
|||||||000001|07/01/2025|Vente|559200,00|460||AV|4965|DE PESSICART|6100|NICE|06|88||DL|101||20||||||||||1|1|Maison||102|5|||
|||||||000001|07/01/2025|Vente|559200,00|460||AV|4965|DE PESSICART|6100|NICE|06|88||DL|101||68||||||||||1|3|Dépendance||0|0|||
|||||||000001|07/01/2025|Vente|559200,00|460||AV|4965|DE PESSICART|6100|NICE|06|88||DL|101||64||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2025|Vente|210000,00|4||AV|1715|CORNICHE FLEURIE|6200|NICE|06|88||NO|242||301||323||||||||2|2|Appartement||46|2|||
|||||||000001|10/01/2025|Vente|210000,00|4||AV|1715|CORNICHE FLEURIE|6200|NICE|06|88||NO|242||156||||||||||1|3|Dépendance||0|0|||
|||||||000001|10/01/2025|Vente|210000,00|4||AV|1715|CORNICHE FLEURIE|6200|NICE|06|88||NO|242||301||323||||||||2|3|Dépendance||0|0|||
|||||||000001|09/01/2025|Vente|180000,00|44||RUE|6455|TRACHEL|6000|NICE|06|88||LT|246||16|47,80|||||||||1|2|Appartement||47|3|||
|||||||000001|10/01/2025|Vente|25000,00|7|T|RUE|2295|EMMANUEL PHILIBERT|6300|NICE|06|88||KO|207||260||||||||||1|3|Dépendance||0|0|||
|||||||000001|06/01/2025|Vente|174376,00|4||RLE|0935|DE LA BOUCHERIE|6300|NICE|06|88||KR|211||12|19,77|||||||||1|2|Appartement||24|1|||
